2021-03-05 10:00:00.123, 228.5, 120, NYSE, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.123, 46.13, 110, NSX, Bid
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
